,id,description,price,address,date added,agent
331,56142474,1 bedroom flat for sale,118000,"Manchester Hotel Room, Manchester, Greater Manchester, M40",06/07/2018, by Alesco Investment Properties
330,76611227,1 bedroom apartment for sale,118000,"Reference: 25410, Chapel Street, Manchester",12/09/2018," by The Property Supplier, Princes Risborough"
329,75240485,Studio flat for sale,118000,"Caxton Hall - Chapel Street, Manchester",29/08/2018," by Live Let Buy, London"
328,74168747,2 bedroom apartment for sale,118496,"Off Pinfold Drive, Prestwich,
Manchester, 
M25 ",28/06/2018, by Redrow Homes
327,64831909,3 bedroom semi-detached house for sale,119000,"Tadcaster Drive, Monsall, Manchester",09/04/2018," by Kaye Mackenzie, Levenshulme - Sales"
326,67865059,2 bedroom flat for sale,119000,"Cromwell Avenue, Reddish, Stockport",06/10/2018," by Julian Wadden, REDDISH"
325,55274025,2 bedroom apartment for sale,119000,"Alexandra Road, Manchester, M16 7HA",07/07/2018," by C & R Properties Ltd, Hulme"
324,64179268,3 bedroom semi-detached house for sale,119500,"Homerton Road, Newton Heath",04/07/2018," by Medlock Estates, Droylsden"
323,67762729,2 bedroom flat for sale,119750,"Cromwell Avenue, Reddish, Stockport",29/09/2018," by Julian Wadden, REDDISH"
306,74568905,1 bedroom apartment for sale,119950,Flat 1 Carlton House,20/07/2018," by Joules Estate Agency, Heaton Mersey"
307,56942169,2 bedroom flat for sale,119950,"Kings Road, Audenshaw, Manchester, M34",02/10/2018," by Reeds Rains , Denton"
308,56733213,3 bedroom semi-detached house for sale,119950,"Tadcaster Drive, Manchester, M40",21/09/2018," by Madina Property, Manchester"
309,67907332,1 bedroom apartment for sale,119950,"4 Clippers Quay, Salford, Greater Manchester",09/10/2018," by The Express Estate Agency, Nationwide"
310,75883115,3 bedroom semi-detached house for sale,119950,"Folkestone Road West, Clayton",25/09/2018," by Medlock Estates, Droylsden"
311,54847377,2 bedroom terraced house for sale,119950,"Boscombe Street, Reddish, Stockport",10/10/2018," by Philip James Kennedy, Sales"
312,66237004,2 bedroom town house for sale,119950,"Laycock Crescent, Failsworth, Manchester",03/10/2018," by N P Estates, Manchester"
313,56639040,2 bedroom end of terrace house for sale,119950,"Dorothy Street, Salford, Greater Manchester, M7",16/10/2018," by Normie & Co, Whitefield"
314,72689684,2 bedroom apartment for sale,119950,"Little Bolton Terrace, Eccles New Road, Salford, Lancashire, M5",09/03/2017," by Lawrence Copeland  (Town & City Centre), Manchester"
315,72279827,2 bedroom flat for sale,119950,"Moor Lane, Salford, Greater Manchester, M7",27/06/2018," by ML Estates Sales & Lettings, Prestwich"
316,73547069,2 bedroom apartment for sale,119950,"Pilgrims Way, Salford",31/05/2018," by Stevenson Whyte, Manchester"
317,74568983,1 bedroom apartment for sale,119950,"Flat 3 Carlton House, 230 Manchester Road",20/07/2018," by Joules Estate Agency, Heaton Mersey"
318,74621909,1 bedroom ground floor flat for sale,119950,"Manley Court, Alexandra Road South",08/10/2018," by Craven & Company, Sale"
319,54675684,1 bedroom flat for sale,119950,"Appleby Lodge, Fallowfield, Manchester, M14 ",04/08/2018," by JP & Brimelow , Withington"
320,61269838,1 bedroom apartment for sale,119950,"Stillwater Drive, Manchester",20/10/2017," by Home Estate Agents, Stretford"
321,76491458,2 bedroom terraced house for sale,119950,"Valentine Street, Failsworth, Manchester",18/10/2018," by Medlock Estates, Failsworth"
322,74832080,2 bedroom apartment for sale,119950,"Daccamill Drive, Manchester",16/10/2018," by Carr & Hume Estate Agents Limited, Swinton"
298,75476354,1 bedroom apartment for sale,119995,"88-92 Chapel Street, Manchester",08/09/2018, by RW Invest
299,75440675,1 bedroom apartment for sale,119995,"Fully Managed Manchester Buy to Let,Charles St, Manchester",07/09/2018, by RW Invest
301,76470683,3 bedroom town house for sale,119995,"Minster Road, Manchester",18/10/2018," by Tom Clarke, Manchester"
300,76576793,2 bedroom town house for sale,119995,"Briscoe Lane, Manchester",22/10/2018," by Tom Clarke, Manchester"
303,76389947,2 bedroom apartment for sale,119995,"Blanchard Street, Manchester, M15",16/10/2018," by Lawrence Copeland  (Town & City Centre), Manchester"
304,56446422,1 bedroom flat for sale,119995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",24/01/2018, by RW Invest
305,68109646,3 bedroom semi-detached house for sale,119995,"Welbeck Avenue, Chadderton, Oldham, OL9 9PE",23/10/2018," by Hunters, Oldham"
302,57134466,Studio flat for sale,119995,"Manchester Off Plan Apartments, Manchester, Greater Manchester, M4",09/10/2018, by Alesco Investment Properties
509,67802200,3 bedroom terraced house for sale,120000,"6 Kathkin Avenue, Manchester M8",03/10/2018," by Hatched.co.uk, UK"
499,57213246,1 bedroom apartment for sale,120000,"Victoria Mill, Houldsworth Mill, Reddish Stockport",13/09/2018," by Philip James Kennedy, Sales"
500,55572678,Studio apartment for sale,120000,"Clippers Quay, Manchester, Greater Manchester, M50",20/07/2018," by Beyond Residential , Salford Quays"
501,55369095,2 bedroom end of terrace house for sale,120000,"Joyce Street, Manchester, M40",09/10/2018," by Purplebricks, covering Manchester"
502,76031666,1 bedroom apartment for sale,120000,"Off Plan Manchester Apartments, Chester Road, Manchester",14/09/2017, by RW Invest
503,68116480,2 bedroom terraced house for sale,120000,"Helen Street, Manchester",23/10/2018," by Hills Residential, Eccles "
504,75005933,2 bedroom retirement property for sale,120000,"114 Edge Lane, Stretford, Trafford, M32 ",16/08/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
505,71844839,2 bedroom apartment for sale,120000,"Hall Lane, Manchester, M23 1NB",07/03/2018," by Hunters, Manchester"
506,72432899,2 bedroom flat for sale,120000,"Redmires Court, Eccles New Road.",06/04/2018," by Doorsteps.co.uk, National "
507,54173379,2 bedroom flat for sale,120000,"Quay 5, 236 Ordsall Lane, Salford",11/07/2018," by Jordan Fishwick, Manchester"
508,73088393,1 bedroom apartment for sale,120000,"Melrose Apartments, Hathersage Road, Manchester",16/07/2018," by homes4u, Manchester City Centre"
285,57390129,1 bedroom flat for sale,120000,"Burton Road, West Didsbury, Manchester",19/10/2018," by Julian Wadden, Didsbury"
294,56051007,3 bedroom terraced house for sale,120000,"Bradburn Avenue, Manchester, M30",08/10/2018," by Your Move , Swinton"
287,76438715,2 bedroom terraced house for sale,120000,"Clarendon Road, Swinton",17/10/2018," by Keenans Estate Agents, Swinton"
297,56519028,3 bedroom terraced house for sale,120000,"Dewberry Close, Swinton, Manchester, M27 9UE",10/09/2018," by Hunters, Worsley"
295,76031690,1 bedroom flat for sale,120000,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",23/07/2018, by RW Invest
293,54155016,2 bedroom apartment for sale,120000,"Ladywell Point, Pilgrims Way, Salford, M50",28/04/2018," by Ryan Baker Estate Agents, Manchester"
292,67707248,4 bedroom terraced house for sale,120000,"Williams Street, Manchester, Greater Manchester, M18",27/09/2018," by Happy Homes Manchester Ltd, Greater Manchester"
296,67964551,3 bedroom semi-detached house for sale,120000,"Greatfield Road, Manchester, M22",12/10/2018," by Reeds Rains , Heald Green"
290,42464982,2 bedroom flat for sale,120000,"Limes Delaunays Road, Manchester, Greater Manchester, M8",15/06/2016," by Bridgfords, Manchester"
289,66578971,2 bedroom terraced house for sale,120000,"Fram Street, Salford, M6",23/07/2018," by Reeds Rains , Salford"
288,56429340,2 bedroom property for sale,120000,"Johnson Street, Pendlebury,Swinton, Manchester, M27",05/09/2018," by Your Move , Swinton"
291,65116783,2 bedroom flat for sale,120000,"Ordsall Lane, Salford, M5",11/07/2018," by Reeds Rains , Salford Quays City Living "
286,75539303,3 bedroom mews house for sale,120000,"Buxton Lane, Droylsden, Greater Manchester, M43",11/09/2018," by Sleigh & Son, Droylsden"
498,52594425,3 bedroom end of terrace house for sale,121000,"Silchester Drive, Monsall, Manchester",23/01/2018," by Kaye Mackenzie, Levenshulme - Sales"
497,71768072,2 bedroom semi-detached house for sale,121500,"Miriam Street, Failsworth, Manchester",02/10/2018," by Medlock Estates, Failsworth"
496,57374100,2 bedroom apartment for sale,122000,"Hall Lane, Manchester, M23",18/10/2018," by Housesimple.com, Manchester"
495,76015946,1 bedroom apartment for sale,122500,"88-92 Chapel Street, Manchester",11/06/2018, by RW Invest
494,75512366,2 bedroom apartment for sale,122500,"Cotton Square, Claremont Road, Manchester",10/09/2018," by Ascend , Manchester "
493,69127910,2 bedroom semi-detached bungalow for sale,122500,"Nunfield Close, Manchester, M40",24/01/2018," by Purplebricks, covering Manchester"
492,75211286,3 bedroom town house for sale,123500,"Mapledon Road, Manchester",28/08/2018," by Tom Clarke, Manchester"
489,53995554,2 bedroom end of terrace house for sale,124000,"Graver Lane, Clayton Bridge, Manchester",29/05/2018," by Shaw's and Company, Kidsgrove"
491,56510895,2 bedroom terraced house for sale,124000,"Graver Lane, Clayton Bridge, Manchester",08/09/2018," by Edward Mellor Ltd, Droylsden"
490,50861931,1 bedroom apartment for sale,124000,"Block C, Quay 5, 236 Ordsall Lane, Salford, Salford",17/05/2018," by Clarke & Co, Chadderton"
488,56340231,2 bedroom town house for sale,124460,"Hollingworth Avenue, Manchester, M40",29/09/2018," by Housesimple.com, Manchester"
487,52632267,3 bedroom semi-detached house for sale,124500,"Cloister Street, Manchester",07/09/2018," by Clarke & Co, Chadderton"
472,72497654,1 bedroom apartment for sale,124950,"The Royal, Salford, Greater Manchester, M3 ",05/06/2018," by Thornley Groves, Manchester Southern Gateway"
473,54637863,1 bedroom flat for sale,124950,"Barfield House, 3 Spath Road, Manchester",16/08/2018," by Herwald Sales & Lettings, Prestwich"
474,56726688,2 bedroom terraced house for sale,124950,"Henbury Street, Manchester, M14",19/10/2018," by Madina Property, Manchester"
475,67533070,3 bedroom semi-detached house for sale,124950,"Innis Avenue, Manchester",17/09/2018," by N P Estates, Manchester"
477,65247502,2 bedroom terraced house for sale,124950,"Boscombe St, Fallowfield, Manchester M14",09/05/2018," by Lancashire Properties, Manchester"
478,57294309,2 bedroom apartment for sale,124950,"Bucklow Avenue, Fallowfield, Manchester, M14 ",," by JP & Brimelow , Withington"
479,65768272,2 bedroom terraced house for sale,124950,"Southdown Close, Stockport",24/08/2018," by Edward Mellor Ltd, Gorton"
481,74443736,Studio flat for sale,124950,"Cypress Place, Green Quarter, Manchester, M4 ",09/07/2018," by Thornley Groves, Manchester Southern Gateway"
482,60784783,1 bedroom retirement property for sale,124950,"Barfield House, Spath Road, Didsbury",16/08/2018," by Gascoigne Halman, Didsbury"
483,68926379,Studio flat for sale,124950,"X1 Media City, Michigan Avenue, Manchester, Greater Manchester, M50",19/09/2017, by Knight Knox 
484,75536729,3 bedroom semi-detached house for sale,124950,"Askett Close, Newton Heath, Manchester, M40",11/09/2018," by Ryder & Dutton, Chadderton"
485,75955892,2 bedroom terraced house for sale,124950,"Hollingworth Avenue, Manchester",28/09/2018," by Cousins Homes Ltd, Failsworth"
486,67037134,2 bedroom town house for sale,124950,"Clough Road, Failsworth, Manchester",17/08/2018," by N P Estates, Manchester"
480,75636362,Studio flat for sale,124950,"Millennium Tower Block B, Salford Quays, Salford, M50 ",14/09/2018," by Thornley Groves, Manchester Southern Gateway"
471,76052633,2 bedroom town house for sale,124950,"Clifton Street, Failsworth, Manchester",02/10/2018," by N P Estates, Manchester"
476,67589746,2 bedroom town house for sale,124950,"Clapham Street, Moston, Manchester",19/09/2018, by N P Estates
470,75440684,1 bedroom apartment for sale,124995,"Fully Managed Manchester Buy to Let,Charles St, Manchester",13/09/2017, by RW Invest
469,75476477,1 bedroom flat for sale,124995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",26/01/2018, by RW Invest
460,76274975,2 bedroom apartment for sale,125000,"Stretford Road, Manchester, Greater Manchester, M15",11/10/2018," by Delisa Miller Estate Agency, Manchester"
464,75440687,1 bedroom apartment for sale,125000,"Fully Managed Manchester Buy to Let,Charles St, Manchester",13/09/2017, by RW Invest
463,56616087,1 bedroom apartment for sale,125000,"Taylorson Street South, Salford Quays",14/09/2018," by Bright Estate Agent, Manchester"
462,57012294,3 bedroom semi-detached house for sale,125000,"Elsdon Drive, Manchester",04/10/2018," by Sanderson James, Gorton"
461,56140836,Studio flat for sale,125000,"9-06 The Heart Building, Media City, M50 2TH",16/08/2018," by yieldit, Manchester"
467,57475308,3 bedroom terraced house for sale,125000,"First Avenue, Manchester, M11",24/10/2018," by Housesimple.com, Manchester"
459,74769824,2 bedroom flat for sale,125000,"Birch Lane, Manchester",01/08/2018," by Edward Mellor Ltd, Levenshulme"
458,67077439,3 bedroom terraced house for sale,125000,"Crosfield Grove, Manchester",08/10/2018," by Edward Mellor Ltd, Gorton"
457,73551095,2 bedroom flat for sale,125000,"Kendal Court, 6 Downes Way, Manchester, Greater Manchester, M22",30/07/2018," by Bridgfords, Cheadle"
456,76015952,1 bedroom flat for sale,125000,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",15/11/2017, by RW Invest
455,56160804,2 bedroom flat for sale,125000,"Yardley Avenue, Stretford, Manchester, M32",17/08/2018," by Reeds Rains , Stretford"
454,76198850,2 bedroom apartment for sale,125000,"Ladywell Point, Pilgrims Way, Salford",08/10/2018," by Rendall & Rittner Sales and Lettings, Manchester"
453,67891771,3 bedroom terraced house for sale,125000,"Makkah Close,  Newton Heath,  Manchester",24/05/2018," by Lynks, Estate Agents, Tameside"
452,76647509,3 bedroom town house for sale,125000,"Watermans Close, Manchester, M9",24/10/2018," by Purplebricks, covering Manchester"
451,65768266,3 bedroom semi-detached house for sale,125000,"Whitsbury Avenue, Gorton, Manchester",06/09/2018," by Edward Mellor Ltd, Gorton"
450,55934766,2 bedroom terraced house for sale,125000,"High Bank Road, Droylsden, Manchester",28/08/2018," by Edward Mellor Ltd, Droylsden"
449,55180596,2 bedroom terraced house for sale,125000,"Church Street, Heaton Norris",22/09/2018," by Julian Wadden, The Heatons"
448,56340195,2 bedroom terraced house for sale,125000,"Gorton Lane, Manchester, M12",22/08/2018," by Housesimple.com, Manchester"
447,67628221,2 bedroom flat for sale,125000,397 Langworthy Road Salford M6,21/09/2018," by 4you Sales and Lettings, Manchester - Sales"
468,74785676,2 bedroom terraced house for sale,125000,"Stapleton Street, Salford",01/08/2018," by Hills Residential, Eccles "
398,57275880,2 bedroom semi-detached house for sale,125000,"Propps Hall Drive, Manchester, M35",14/10/2018," by Housesimple.com, Manchester"
465,75746513,2 bedroom end of terrace house for sale,125000,"17 Kenwyn Street, MANCHESTER",20/09/2018," by Spencer Harvey, Stockport"
466,53655408,2 bedroom terraced house for sale,125000,"Buckley Street, Reddish, Stockport, Greater Manchester",," by Philip James Kennedy, Sales"
446,55366674,3 bedroom town house for sale,126000,"Taunton Avenue West, Brinnington, Stockport",15/09/2018," by Edward Mellor Ltd, Woodley"
445,57293502,3 bedroom terraced house for sale,126000,"Taunton Avenue West, Brinnington, Stockport, Cheshire, SK5",15/10/2018," by Bridgfords, Stockport"
444,67359271,3 bedroom terraced house for sale,126500,"Minor Street,, Failworth, Manchester",22/10/2018," by Open House Estate Agents , Nationwide"
443,72932291,2 bedroom terraced house for sale,127000,"Burdith Avenue, Manchester, Greater Manchester, M14",22/10/2018," by 1 Click Move, Manchester"
442,56618577,Studio flat for sale,127000,"X1 Media City, Michigan Avenue, Salford M50 2HB",14/09/2018," by yieldit, Manchester"
441,67871128,3 bedroom terraced house for sale,127000,"Victoria Road, Blackley, Blackley",08/10/2018," by Open House Estate Agents , Nationwide"
436,76646897,2 bedroom apartment for sale,127500,"Angora Drive, Trinity Riverside, M3 ",24/10/2018," by Thornley Groves, Manchester Southern Gateway"
440,59507344,1 bedroom flat for sale,127500,"Trafford Road, Salford",03/05/2017," by homes4u, Manchester City Centre"
439,76663256,2 bedroom terraced house for sale,127500,"Bury Street, Stockport",," by Edward Mellor Ltd, Gorton"
438,73272998,1 bedroom apartment for sale,127500,"Lawnhurst Avenue, Brooklands, Greater Manchester, M23",22/05/2018," by Roger Dean, Timperley"
437,56445276,1 bedroom apartment for sale,127500,"88-92 Chapel Street, Manchester",05/09/2018, by RW Invest
435,74526398,1 bedroom flat for sale,127950,"The Quays, Salford",25/09/2018," by Doorsteps.co.uk, National "
434,67090063,2 bedroom terraced house for sale,128950,"Ashton Road East, Failsworth, Manchester",18/09/2018," by Medlock Estates, Failsworth"
433,67628230,2 bedroom flat for sale,129000,397 Langworthy Road Salford M6,21/09/2018," by 4you Sales and Lettings, Manchester - Sales"
432,65757136,2 bedroom flat for sale,129500,"Quay 5, 234 Ordsall Lane, Salford, Lancashire, M5",19/10/2018," by Quay Property, Salford"
410,73272590,2 bedroom apartment for sale,129950,"3 Stillwater Drive, Sports City, Manchester, M11 ",26/09/2018," by Thornley Groves, Manchester Southern Gateway"
418,75415370,2 bedroom terraced house for sale,129950,"Main Street, Failsworth, Manchester",02/10/2018," by Medlock Estates, Failsworth"
411,75220913,2 bedroom terraced house for sale,129950,"Thorn Grove, Manchester, Greater Manchester, Uk, M14",25/09/2018," by Bridgfords, Withington"
412,76087001,2 bedroom semi-detached house for sale,129950,"Miriam Street, Failsworth, Manchester",03/10/2018," by Medlock Estates, Failsworth"
413,52697175,2 bedroom terraced house for sale,129950,"Burdith Avenue, Manchester, M14",13/09/2018," by Madina Property, Manchester"
414,75081128,2 bedroom apartment for sale,129950,"Moss Street, New Broughton, Salford",21/08/2018," by Stevenson Whyte, Manchester"
415,65502011,Studio flat for sale,129950,"Jefferson Place, Green Quarter, Manchester, M4 ",12/03/2018," by Thornley Groves, Manchester Southern Gateway"
416,56191377,2 bedroom end of terrace house for sale,129950,"Hibbert Street, Manchester, M14 5NR",19/08/2018," by C & R Properties Ltd, Hulme"
417,55371000,3 bedroom end of terrace house for sale,129950,"Winston Road, Manchester, M9",11/07/2018," by Purplebricks, covering Manchester"
419,66312347,2 bedroom terraced house for sale,129950,"Bloomfield Drive, Manchester, Greater Manchester, M8",11/05/2017," by Lawrence Copeland  (Town & City Centre), Manchester"
427,56626005,2 bedroom apartment for sale,129950,"Tarvin Avenue, Heaton Chapel, Stockport",15/09/2018," by Philip James Kennedy, Sales"
421,57486549,2 bedroom terraced house for sale,129950,"Markington Street, Rusholme, Manchester, M14 ",24/10/2018," by JP & Brimelow , Withington"
422,68983358,2 bedroom apartment for sale,129950,"St Marys Street, Hulme, M15 ",29/11/2017," by Thornley Groves, Manchester Southern Gateway"
423,45698826,3 bedroom terraced house for sale,129950,"Allingham Street, Longsight, Manchester",27/09/2016," by Sanderson James, Levenshulme"
424,74347061,2 bedroom apartment for sale,129950,"City Edge, Hulme, Manchester, M15 ",04/07/2018," by Thornley Groves, Manchester Southern Gateway"
425,64554973,3 bedroom semi-detached house for sale,129950,"Berry Brow, Manchester",," by N P Estates, Manchester"
426,74297807,3 bedroom flat for sale,129950,"Sealand Road, MANCHESTER, Northern Moor",03/07/2018," by Kirn Estates, Northenden"
431,56213025,1 bedroom apartment for sale,129950,"City Heights, Victoria Bridge Street",24/09/2018," by Case McNair Estate Agents, Manchester"
428,74987639,2 bedroom terraced house for sale,129950,"Thorn Grove, Ladybarn/ Fallowfield , Manchester, M14",17/09/2018," by Reeds Rains , Didsbury"
429,76638755,3 bedroom semi-detached house for sale,129950,"St Andrews Avenue, Droylsden",24/10/2018," by Cordingleys, Ashton-under-Lyne"
430,55464168,2 bedroom apartment for sale,129950,"Daisy Bank Road, Victoria Park, Manchester, M14 ",11/10/2018," by JP & Brimelow , Withington"
420,75602366,2 bedroom terraced house for sale,129950,"Thorn Grove, Ladybarn, Manchester",13/09/2018," by Philip James Kennedy, Didsbury"
405,56446365,1 bedroom flat for sale,129995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",10/11/2017, by RW Invest
408,75476363,1 bedroom apartment for sale,129995,"88-92 Chapel Street, Manchester",08/09/2018, by RW Invest
409,55767270,1 bedroom apartment for sale,129995,"Skyline Chambers, Ludgate Hill, City Centre Manchester",24/10/2017," by Ryan Baker Estate Agents, Manchester"
406,56439786,1 bedroom apartment for sale,129995,"Fully Managed Manchester Buy to Let,Charles St, Manchester",05/09/2018, by RW Invest
631,66771766,1 bedroom flat for sale,130000,"Broadway, Salford, M50",03/08/2018," by Reeds Rains , Salford Quays City Living "
625,55833468,2 bedroom ground floor flat for sale,130000,"52-60 Demesne Road, Manchester, M16",04/10/2018," by Purplebricks, covering Manchester"
626,67953811,1 bedroom retirement property for sale,130000,"Spath Road, Didsbury",12/10/2018," by Gascoigne Halman, Didsbury"
627,67895194,2 bedroom end of terrace house for sale,130000,"Boswell Avenue, Audenshaw, Manchester, Greater Manchester, M34",09/10/2018," by Bridgfords, Denton"
628,55718358,2 bedroom semi-detached house for sale,130000,"Sandileigh Avenue, Brinnington, Stockport, SK5",16/10/2018," by Reeds Rains , Reddish "
629,56408448,2 bedroom flat for sale,130000,"Brookdene Road, Burnage, Manchester, Gtr Manchester, M19",26/09/2018," by Bridgfords, Didsbury"
634,56472978,2 bedroom semi-detached house for sale,130000,"Sandileigh Avenue, Stockport, Greater Manchester, SK5",16/10/2018," by Bridgfords, Stockport"
630,64859434,1 bedroom apartment for sale,130000,"Barfield House, 3 Spath Road, Manchester",10/04/2018," by Herwald Sales & Lettings, Prestwich"
632,74015393,1 bedroom flat for sale,130000,"Village Gate, Wilbraham Road Manchester, Manchester, Greater Manchester, M14",21/06/2018," by Bridgfords, Withington"
401,63724022,3 bedroom end of terrace house for sale,130000," Hemmons Road,  Manchester, M12",30/05/2016," by Easy Homes MCR, Manchester"
396,68136598,3 bedroom terraced house for sale,130000,"Deeroak Close, Manchester, M18",24/10/2018," by WeLocate, Bury"
397,68114266,2 bedroom terraced house for sale,130000,"Fairfield Street, SALFORD",23/10/2018," by Hills Residential, Eccles "
399,65804740,3 bedroom terraced house for sale,130000,"Rostherne Street, Salford, M6",15/06/2018," by Reeds Rains , Salford"
400,68056426,2 bedroom end of terrace house for sale,130000,"Thornley Lane North, Reddish, Stockport",19/10/2018," by Julian Wadden, REDDISH"
402,74695274,2 bedroom terraced house for sale,130000,"Holmfirth Street, Manchester, Greater Manchester, Uk, M13",27/07/2018," by Bridgfords, Withington"
403,68153857,3 bedroom semi-detached house for sale,130000,"Woodford Drive, Manchester, Greater Manchester, M27 9UA",24/10/2018," by Springbok Properties, Nationwide"
404,56768193,2 bedroom terraced house for sale,130000,"Hersey Street, Salford",25/09/2018," by Keenans Estate Agents, Swinton"
633,56634906,2 bedroom flat for sale,130000,"Green Lane, Norris Bank, Stockport, Cheshire, SK4",10/10/2018," by Bridgfords, Stockport"
622,55867569,1 bedroom apartment for sale,132000,"Granite Court, Manchester",03/08/2018," by Hyde Estate & Lettings Agents, Manchester"
624,72423146,2 bedroom flat for sale,132000,"Parkside, Manchester",02/10/2018," by Belvoir, Manchester Central"
623,54714825,Studio flat for sale,132000,"X1 Media City, Michigan Avenue, Salford, M50 2HD",18/06/2018," by yieldit, Manchester"
621,70582553,1 bedroom apartment for sale,132440,"Lower Vickers Street, Manchester",11/12/2017, by Jones & Chapman
620,76547909,Studio flat for sale,132495,"Ordsall Lane, Manchester, Greater Manchester, M5",20/10/2018, by Flambard Williams Limited
619,76687106,2 bedroom terraced house for sale,132500,"Worthington Street, Manchester, M40",," by Purplebricks, covering Manchester"
618,75345743,3 bedroom terraced house for sale,132500,"Moss Street, Droylsden, Manchester",03/09/2018," by Edward Mellor Ltd, Droylsden"
617,56639673,2 bedroom terraced house for sale,132500,"Church Street, Heaton Norris",17/09/2018," by Julian Wadden, The Heatons"
616,73540361,2 bedroom apartment for sale,132500,"Apartment 8, Manchester, Greater Manchester, M15",31/05/2018," by Tepilo Limited, UK"
615,53611749,2 bedroom terraced house for sale,132500,"Boscombe Street, Fallowfield, Manchester, M14 ",09/10/2018," by JP & Brimelow , Withington"
614,66292816,3 bedroom semi-detached house for sale,132500,"Buxton Lane, Droylsden, Manchester",25/09/2018," by Edward Mellor Ltd, Droylsden"
613,72267389,1 bedroom apartment for sale,132950,"The Heart, MediaCityUK, Salford Quays, M50",27/03/2018," by JLL, Manchester"
612,74690288,3 bedroom semi-detached house for sale,133000,"Shawbury Road, Newall Green, Manchester, Greater Manchester, M23",27/07/2018," by Roger Dean, Heald Green"
611,56463798,1 bedroom apartment for sale,133250,"Hollywood, 5 Missouri Avenue",06/09/2018, by RW Invest
610,55011051,1 bedroom apartment for sale,133813,"Failsworth, Manchester",23/06/2018," by Sanderson James, Levenshulme"
609,75762875,3 bedroom semi-detached house for sale,134500,"Dunkerley Avenue, Manchester, M35",20/09/2018," by Purplebricks, covering Manchester"
598,57006030,2 bedroom terraced house for sale,134950,"Boscombe Street, Rusholme, Manchester, M14 ",04/10/2018," by JP & Brimelow , Withington"
595,69544394,1 bedroom apartment for sale,134950,"Norvic House, Northern Quarter, Manchester, M4 ",18/07/2018," by Thornley Groves, Manchester Southern Gateway"
596,76198925,3 bedroom semi-detached house for sale,134950,"Arbory Avenue, Moston, Greater Manchester, M40",08/10/2018," by Ryder & Dutton, Chadderton"
597,55025496,2 bedroom terraced house for sale,134950,"Holmfirth Street, Manchester, m13",25/06/2018," by Madina Property, Manchester"
599,73859939,2 bedroom apartment for sale,134950,"The Drum, Sports City, Manchester, M11 ",15/06/2018," by Thornley Groves, Manchester Southern Gateway"
600,74371310,3 bedroom semi-detached house for sale,134950,"Westminster Road, Failsworth, Manchester",05/07/2018," by Medlock Estates, Failsworth"
601,75117263,1 bedroom apartment for sale,134950,"Parkers Apartments, Corporation Street, Manchester",21/08/2018," by Stevenson Whyte, Manchester"
603,73883918,3 bedroom terraced house for sale,134950,"Brookcot Road, Manchester",16/06/2018," by Doorsteps.co.uk, National "
594,72100655,2 bedroom terraced house for sale,134950,"Newlyn Street, Fallowfield, Manchester, M14 ",24/09/2018," by JP & Brimelow , Withington"
604,76261922,Studio apartment for sale,134950,"The Heart, Media City UK, Salford Quays, M50",10/10/2018," by JLL, Manchester"
605,68120440,3 bedroom semi-detached house for sale,134950,"Kew Road, Failsworth, Manchester",23/10/2018," by N P Estates, Manchester"
606,75757985,1 bedroom apartment for sale,134950,"Parkers Apartments, Corporation Street, Manchester",20/09/2018," by Stevenson Whyte, Manchester"
607,65818066,2 bedroom flat for sale,134950,"The Drum, Stillwater Drive, Manchester",16/06/2018," by Agent Online, UK"
608,66962905,3 bedroom semi-detached house for sale,134950,"Mather Street, Failsworth, Manchester",23/10/2018," by N P Estates, Manchester"
602,73660874,2 bedroom flat for sale,134950,"40A, Demesne Road, Whalley Range, Manchester. M16 8HJ",11/09/2018," by David Andrews Homes Ltd, Manchester"
590,76031660,1 bedroom apartment for sale,134995,"Fully Managed Manchester Buy to Let,Charles St, Manchester",25/06/2018, by RW Invest
591,56446374,1 bedroom flat for sale,134995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",24/01/2018, by RW Invest
593,75476366,1 bedroom apartment for sale,134995,"88-92 Chapel Street, Manchester",08/09/2018, by RW Invest
592,52474917,Studio flat for sale,134995,"Bridgewater Wharf, 257 Ordsall Lane, Manchester, Greater Manchester, M5 3NG",03/10/2018, by Knight Knox 
576,76667696,3 bedroom semi-detached house for sale,135000,"Ninfield Road, Manchester, M23",17/04/2018," by Northern Etchells, Manchester"
581,74780633,2 bedroom apartment for sale,135000,"Lawnhurst Avenue, Baguley, Manchester",11/10/2018," by Gascoigne Halman, Altrincham"
577,66595069,Terraced house for sale,135000,"289 Cheethamhill road, Manchester, Manchester, Greater Manchester, M8",24/07/2018," by Mustafa & Co Property Management, Manchester"
578,56521974,3 bedroom semi-detached house for sale,135000,"Ludgate Road, Manchester, M40",11/10/2018," by Housesimple.com, Manchester"
579,74913209,3 bedroom flat for sale,135000,"Belvedere Court, Prestwich, M25 ",09/08/2018," by Pearson Ferrier Prestwich, Prestwich"
